0.756	36.932	-0.180004	0	-0.0292732	0	0	0	
0.756	37.168	-0.160004	0	-0.0186204	0	0	0	
0.756	37.412	-0.170004	0	-0.0357369	0	0	0	
0.756	37.655	-0.150003	0	-0.014516	0	0	0	
0.756	37.901	-0.160004	0	-0.0123991	0	0	0	
0.756	38.143	-0.160004	0	-0.0017513	0	0	0	
0.756	38.391	-0.140003	0	-0.00602067	0	0	0	
0.756	38.636	-0.130003	0	0.0110257	0	0	0	
0.756	38.884	-0.120003	0	0.00891817	0	0	0	
0.756	39.132	-0.170004	0	0.0196108	0	0	0	
0.792	39.394	-0.100002	0	0.0239292	0	0	0	
0.792	39.654	-0.110003	0	-0.998989	0	0	0	
0.792	39.904	-0.140003	0	0.0013622	0	0	0	
0.792	40.149	-0.100002	0	-0.0155056	0	0	0	
0.792	40.398	-0.100002	0	-0.0218573	0	0	0	
0.792	40.63	-0.130003	0	-0.00901747	0	0	0	
0.792	40.845	-0.150003	0	-0.0410662	0	0	0	
0.792	41.053	-0.160004	0	-0.0733802	0	0	0	
0.792	41.267	-0.140003	0	-0.0846105	0	0	0	
0.792	41.482	-0.160004	0	-0.0681562	0	0	0	
0.792	41.692	-0.150003	0	-0.0622876	0	0	0	
0.792	41.902	-0.150003	0	-0.0692438	0	0	0	
0.792	42.11	-0.140003	0	-0.0655869	0	0	0	
0.792	42.316	-0.130003	0	-0.066204	0	0	0	
0.792	42.525	-0.150003	0	-0.0668659	0	0	0	
0.792	42.725	-0.140003	0	-0.0568526	0	0	0	
0.792	42.932	-0.160004	0	-0.0724713	0	0	0	
0.792	43.126	-0.150003	0	-0.0540144	0	0	0	
0.792	43.326	-0.160004	0	-0.078216	0	0	0	
0.792	43.519	-0.140003	0	-0.0620157	0	0	0	
0.792	43.717	-0.140003	0	-0.0734969	0	0	0	
0.792	43.92	-0.120003	0	-0.0594358	0	0	0	
0.792	44.12	-0.130003	0	-0.0452979	0	0	0	
0.792	44.313	-0.140003	0	-0.0481688	0	0	0	
0.792	44.502	-0.160004	0	-0.0596702	0	0	0	
0.792	44.687	-0.140003	0	-0.0648675	0	0	0	
0.792	44.874	-0.140003	0	-0.0701344	0	0	0	
0.792	45.057	-0.150003	0	-0.0626389	0	0	0	
0.792	45.238	-0.130003	0	-0.0679202	0	0	0	
0.792	45.421	-0.140003	0	-0.0690278	0	0	0	
